question,answer
"Как обновится по WiFi","Для обновления прошивки и/или баз камер устройства Fujida по Wi-Fi через мобильное приложение, следуйте этим шагам: Установите приложение: скачайте и установите приложение Fujida (или Fujida Pro, в зависимости от модели) на ваш смартфон. Для iOS – из App Store, для Android – из Google Play. Включите Wi-Fi на устройстве Fujida: активируйте Wi-Fi в меню вашего видеорегистратора/комбо-устройства. Подключите смартфон к Wi-Fi сети устройства: на телефоне в настройках Wi-Fi найдите сеть, созданную вашим устройством Fujida (название сети обычно содержит Fujida или модель устройства). Пароль по умолчанию чаще всего 12345678. Откройте приложение Fujida на смартфоне: при первом запуске дайте все необходимые разрешения приложению. Важно: выберите в приложении именно вашу модель устройства. Если модель не видна сразу, проверьте вкладки типа Гибриды, GPS-информаторы, Регистраторы. Загрузка и установка обновления: приложение автоматически проверяет наличие обновлений для подключенного устройства. Если обновление доступно, вам будет предложено его загрузить. Для загрузки обновления на телефон может потребоваться мобильный интернет (3G/4G/LTE). После загрузки обновления на телефон, запустите процесс установки на устройство Fujida через приложение. Устройство может перезагрузиться во время обновления. Не отключайте питание. Особенности для некоторых ОС: Android – иногда для стабильного подключения к Wi-Fi устройства требуется временно отключить мобильную передачу данных на телефоне. iOS – если возникают проблемы с подключением или передачей данных (например, приложение требует отключить мобильный интернет), убедитесь, что для приложения Fujida в настройках iOS разрешен доступ к Локальной сети."
"Устройство не включается, что делать","Если ваше устройство Fujida не включается, попробуйте следующие шаги для диагностики: Проверьте подключение и питание: используйте только оригинальный адаптер питания со шнуром, который шел в комплекте с устройством, и подключите его к прикуривателю автомобиля. Неоригинальные или поврежденные кабели/адаптеры могут не обеспечивать достаточного питания. Проверьте, горит ли индикатор на адаптере питания (если он есть). Если не горит, проверьте предохранитель в адаптере и сам прикуриватель. Попробуйте включить без карты памяти: извлеките карту памяти из устройства и попробуйте его включить. Если устройство включается без карты, проблема может быть в карте. Проверьте карту памяти: проверить карту памяти на скорость и работоспособность можно с помощью программы HD_Speed (https://www.fujida.su/guarantee/microSD-test.php?clear_cache=Y). Видеоинструкция: https://vkvideo.ru/video-174258496_456239177. Если карта неисправна, замените ее. Попробуйте обновить прошивку (если есть подозрение на программный сбой): перейдите на сайт https://update.fujida.su/services/, скачайте актуальную прошивку для вашей модели, извлеките файлы, отформатируйте карту памяти (FAT32, кластер 32КБ), скопируйте файлы прошивки в корень карты памяти, вставьте карту в выключенный видеорегистратор, подключите питание через оригинальный кабель — обновление начнется автоматически. Если ничего не помогло, вероятно, неисправность аппаратная. Обратитесь в сервисный центр Fujida."
"Регистратор перезагружается что можно сделать","Если ваш видеорегистратор Fujida постоянно перезагружается, выполните следующие проверки: Проверьте питание: убедитесь, что используете оригинальный адаптер питания со шнуром, идущий в комплекте. Он обеспечивает необходимое напряжение и ток для стабильной работы. Использование неоригинальных аксессуаров – частая причина перезагрузок. При запуске двигателя напряжение в бортовой сети автомобиля может кратковременно падать. Большинство регистраторов имеют задержку включения, но если аккумулятор слаб, падение может быть слишком сильным. Проверьте карту памяти: неисправная, несовместимая (например, очень большого объема) или медленная карта памяти (ниже 10 класса скорости) – одна из самых частых причин перезагрузок. Попробуйте включить устройство без карты памяти. Если перезагрузки прекратились, проблема в карте. Проведите проверку карты с помощью программы HD_Speed (https://www.fujida.su/guarantee/microSD-test.php?clear_cache=Y). Видеоинструкция: https://vkvideo.ru/video-174258496_456239177. Если скорость записи ниже 10 МБ/с, карту необходимо заменить. Обновите прошивку: скачайте актуальную прошивку на сайте https://update.fujida.su/services/ и выполните обновление. Сбросьте настройки до заводских. Если проблема сохраняется, обратитесь в сервисный центр Fujida."
"Как обновить устройство через карту памяти","Чтобы обновить прошивку и/или базу камер на устройстве Fujida с помощью компьютера и карты памяти, выполните шаги: 1) Скачайте файлы на https://update.fujida.su/services/, выберите модель и скачайте актуальную прошивку. 2) Извлеките файлы из архива (.zip, .rar). 3) Подготовьте карту памяти microSD: карты 64 ГБ и более форматируйте в устройстве через меню; карты до 32 ГБ можно форматировать на ПК (FAT32, кластер 32 КБ). 4) Скопируйте файлы прошивки (обычно один или несколько .bin) в корень карты памяти. 5) Установите обновление: вставьте карту в выключенный регистратор, подключите питание через оригинальный кабель в авто. Обновление начинается автоматически, на экране отображается статус. Не отключайте питание! 6) Завершение: после обновления устройство перезагрузится, файлы с карты могут удалиться автоматически. 7) Проверьте в меню версию прошивки. Видеоинструкция: https://vk.com/video/@fujida_rus?z=video-174258496_456239174%2Fclub174258496"
"Не говорит о камерах / Почему не предупреждает о приближении к камерам?","Если ваше устройство Fujida не предупреждает о камерах, причины могут быть следующими: Недостаточное питание: убедитесь, что устройство подключено с помощью оригинального шнура питания от прикуривателя. Недостаток питания может влиять на корректную работу GPS и радарной части. Проблемы с картой памяти: неисправная или некачественная карта памяти может вызывать сбои в работе устройства, включая GPS-оповещения. Проведите проверку карты памяти программой HD_Speed (https://www.fujida.su/guarantee/microSD-test.php?clear_cache=Y). Видеоинструкция: https://vk.com/video/@fujida_rus?z=video-174258496_456239177. Блокировка GPS-сигнала: в некоторых регионах (особенно стратегически важных, например, Москва и МО) возможно подавление GPS-сигналов системами РЭБ. Проверьте работу GPS, выехав за город. Если иконка спутника станет активной или начнет отображаться скорость, GPS-соединение установлено. Устаревшая прошивка или база камер: убедитесь, что установлена актуальная версия прошивки и базы камер. Если проблема сохраняется, сообщите службе поддержки модель и текущую версию."
"Как предложить исправления/добавления в базу камер?","Для внесения исправлений или добавления новой камеры в базу Fujida предоставьте службе поддержки: фото камеры; точные GPS-координаты её местоположения (например, 56.16419/48.28773); либо постановление о штрафе с этого места. Также опишите характер исправления (неверный тип камеры, направление, ошибочное предупреждение и т.д.)."
"Не подключается по Wi-Fi к приложению (iOS) / Не могу обновить по Wi-Fi.","Если возникают проблемы с подключением устройства Fujida к iPhone по Wi-Fi: используйте актуальное приложение Fujida.Pro (скачать из App Store). Правильный выбор модели: выберите именно свою модель устройства. Доступ к локальной сети: проверьте, предоставлен ли доступ приложению (Настройки -> Конфиденциальность и безопасность -> Локальная сеть -> Fujida.Pro -> включить). Также дайте разрешения на уведомления. VPN: отключите на время подключения. Перезагрузка и переподключение: перезагрузите смартфон и регистратор, забудьте сеть Wi-Fi и подключитесь заново. Карта памяти: убедитесь, что установлена исправная карта."
"Как обновить / скачать видео по Wi-Fi (Android)?","Для работы с устройством Fujida через Wi-Fi на Android: используйте приложение Fujida.Pro (скачать из Google Play или установить APK, предоставленный поддержкой). Для установки APK откройте его на телефоне и разрешите установку из неизвестных источников. Правильный выбор модели: в приложении выберите именно вашу модель устройства. Подключение: включите Wi-Fi на видеорегистраторе, подключитесь к его сети на телефоне, затем откройте приложение."
"Проблемы с подключением/обновлением по Wi-Fi на iOS (Fujida Zoom Smart S и другие модели). Не видит файлы, предлагает обновить актуальную базу.","Если возникают сложности с подключением Fujida к iPhone: проверьте карту памяти — она должна быть исправна. Отформатируйте карту через меню регистратора. Проверьте карту на ПК программой HD_Speed (https://www.fujida.su/guarantee/microSD-test.php?clear_cache=Y). Видеоинструкция: https://vk.com/video/@fujida_rus?z=video-174258496_456239177. Приложение и разрешения: используйте Fujida.Pro из App Store, обязательно предоставьте доступ к «Локальной сети» (Настройки -> Fujida.Pro -> Локальная сеть). Убедитесь, что выбрана правильная модель устройства. Процесс обновления: если база уже актуальна, приложение загрузит базу на телефон, но не установит на устройство — это нормально. Видеоинструкция: https://vk.com/video/@fujida_rus?z=video-174258496_456239175. Дополнительно: отключите VPN, перезагрузите устройства, забудьте сеть и подключитесь заново."
"Проблемы с обновлением прошивки/базы камер с ПК (версия базы отображается как 00000000, обновление не запускается).","Если после обновления с ПК версия базы отображается как 00000000: проверьте питание (используйте оригинальный кабель). Проверьте правильность процесса: скачайте актуальный файл прошивки на https://update.fujida.su/services/, извлеките файлы (.bin). Форматирование карты: карты 64 ГБ+ форматируйте в регистраторе, карты до 32 ГБ — на ПК (FAT32, кластер 32 КБ). Копирование файлов: перенесите файлы в корень карты. Установка: вставьте карту в выключенный регистратор, подключите питание оригинальным кабелем в авто. На экране должен появиться статус обновления. После завершения устройство перезагрузится. Проверьте версию ПО. Видеоинструкция: https://youtu.be/5uJtrqqct6c (ссылка может быть неактуальна, проверяйте на официальных ресурсах Fujida)."
"Не отображается скорость и нет предупреждений о камерах (проблемы с подключением к спутникам GPS).","Если устройство не показывает скорость и не предупреждает о камерах, это указывает на отсутствие соединения со спутниками GPS. Возможные причины: 1) Питание и карта памяти: убедитесь, что используется оригинальный шнур питания и исправная карта памяти. 2) Атермальное остекление или подогрев лобового стекла: такие стекла могут блокировать GPS-сигнал. Разместите устройство в технической зоне лобового стекла (обычно вокруг зеркала заднего вида). 3) Региональные помехи GPS: в некоторых регионах (Москва, МО и др.) возможно подавление GPS системами РЭБ. Для проверки выезжайте за город. Если иконка спутника станет активной или начнет отображаться скорость, GPS-модуль исправен."
"Как проверить карту памяти / Проблемы с программой проверки карты памяти (HD_Speed).","Для проверки карты памяти: 1) Скачайте программу HD_Speed: https://www.fujida.su/guarantee/microSD-test.php?clear_cache=Y. 2) Запустите программу: в поле «Накопитель» выберите вашу карту, в режиме проверки выберите «Запись» (Write), нажмите «Старт». 3) Интерпретация: график должен быть ровным. Скорость записи должна быть не ниже 10 МБ/с. Видеоинструкция: https://vk.com/video/@fujida_rus?z=video-174258496_456239177. Если карта исправна, но проблемы сохраняются — обновите прошивку и базу камер (файлы доступны на https://update.fujida.su/services/)."
"Видеорегистратор самопроизвольно перезагружается (например, Fujida Zoom Hit Max).","Если видеорегистратор перезагружается: 1) Проверьте питание — используйте оригинальный шнур. 2) Проверьте карту памяти: попробуйте включить устройство без карты. Если перезагрузки прекратились — проблема в карте. Проверьте карту через HD_Speed (https://www.fujida.su/guarantee/microSD-test.php?clear_cache=Y), видеоинструкция: https://vk.com/video/@fujida_rus?z=video-174258496_456239177. Если скорость записи низкая, замените карту. 3) Проверьте устройство в другом авто. 4) Установите задержку включения (10–30 секунд), чтобы избежать просадки напряжения. 5) Если не помогло — обратитесь в сервисный центр (заполните бланк: https://fujida.su/catalog/blank_neispravnost.doc, приложите чек, серийный номер и свяжитесь с поддержкой по 8-800-500-31-16)."
"Ошибка записи на карте памяти / Проблемы с форматированием (например, на Fujida Okko).","Если появляется «Ошибка записи» даже на фирменной карте: 1) Для моделей вроде Okko выполните спец. форматирование: отформатируйте карту через меню, снимите устройство с магнитного крепления, выключите и снова включите. Повторите при необходимости. 2) Общие рекомендации: карта должна соответствовать классу скорости и объему; проверьте ее на ПК через HD_Speed. 3) Если есть проблемы с Wi-Fi подключением (например, на iPhone): используйте приложение Fujida.Pro, выберите правильную модель, предоставьте приложению доступ к «Локальной сети»."
"Нечитаемые символы в названии сети вместо fujida, не подключается по wifi, пишет неверный пароль.","Решение — обновите устройство через карту памяти и ПК: 1) Перейдите на https://update.fujida.su/services/. 2) Скачайте файл «Актуальная прошивка и база камер». 3) Извлеките файлы. 4) Отформатируйте карту microSD на устройстве (или на ПК FAT32, кластер 32КБ, если карта ≤32ГБ). 5) Скопируйте файлы в корень карты. 6) Вставьте карту в выключенный регистратор. 7) Подключите питание оригинальным кабелем. 8) На экране появится статус обновления. 9) После завершения устройство перезагрузится, файлы удалятся автоматически."
"Модель Zoom Okko, на экране отображаются знаки ограничения скорости.","Переустановите прошивку: 1) Перейдите на https://fujida.su/catalog/videoregistratory/fujida-zoom-okko/. 2) В разделе «Характеристики» скачайте «Актуальную прошивку». 3) Отформатируйте карту через меню регистратора. 4) Скопируйте файл из архива на карту памяти (в корень). 5) Вставьте карту в выключенный регистратор. 6) Подключите питание. На дисплее загорится синий индикатор. 7) После завершения устройство перезагрузится, файлы удалятся автоматически. 8) Проверьте в меню версию прошивки."
"Также наблюдаются 5 секундные видео записи, что это и как убрать.","Причины: 1) Включен датчик движения. Он работает только в режиме парковки и вызывает нестабильную запись при движении. 2) Неисправная или некачественная карта памяти. Проверьте карту через HD_Speed (https://www.fujida.su/guarantee/microSD-test.php?clear_cache=Y) и отправьте фото графика в поддержку."
"Какой видеоплеер вы рекомендуете для просмотра записей с видеорегистратора с привязкой к GPS?","Фирменного плеера с GPS-треком нет. При просмотре видео будут отображаться координаты. Если нужен GPS-трекер — используйте приложение Fujida.Pro. Скачать можно в Play Market (Android) или App Store (iOS)."
"Что такое режим СМАРТ?","«СМАРТ» — это условное название режима с оптимальными настройками, адаптированными для общего использования как в городе, так и на трассе. Используется сигнатурная технология и интеллектуальное оповещение о камерах. К-диапазон выключен и не функционирует до 50 км/ч, свыше 50 км/ч работает согласно выставленным настройкам. При скорости свыше 110 км/ч дальность обнаружения камер по GPS увеличивается в 2 раза. При скорости свыше 130 км/ч фильтр слабых сигналов отключается."
"Что такое режим ТУРБО?","«ТУРБО» — это условное название режима с максимальной дальностью обнаружения камер и с минимальной фильтрацией, адаптированного для общего использования как в городе, так и на трассе. Используется сигнатурная технология и интеллектуальное оповещение о камерах. Дальность обнаружения камер по GPS увеличена в 2 раза."
"Что такое режим ТИХИЙ?","«ТИХИЙ» — это условное название режима, который работает исключительно как GPS-информер. В этом режиме все сигналы в радарных диапазонах K, Стрелка и Лазер детектируются только на скорости свыше 110 км/ч. Рекомендуется использовать в крупных городах и мегаполисах с высоким уровнем радиофона."
"Что такое Режим?","Режим — набор определённых настроек для устройств, их можно изменять в зависимости от местности. Комбо-устройства с радар-детектором имеют режимы: СМАРТ, ТИХИЙ, ТУРБО. Модели c GPS-информатором: РОССИЯ и СНГ."
"Что такое функция Голос?","Голос — функция голосового оповещения. При необходимости эта функция может быть отключена. Установленное значение по умолчанию: ВКЛ."
"Что такое функция Автоприглушение?","Автоприглушение — автоматически приглушает громкость звука. Громкость звукового оповещения уменьшится на 30 % через 7 секунд после приема. Установленное значение по умолчанию: ВКЛ."
"Что такое функция Сигнатура?","Сигнатура — подпись электронного измерителя скорости. Радар-детектор анализирует принимаемый сигнал, и если он совпадает с сигнатурным образцом, заложенным в устройстве, то радар-детектор предупреждает водителя, показывая конкретный тип радара (КОРДОН, КРИС, СКАТ и т.п). Установленное значение по умолчанию: ВКЛ."
"Что такое X-диапазон?","X-диапазон. Радарные комплексы работают в определенном диапазоне частот, радар-детектор воспринимает сигнал от комплекса и оповещает пользователя о нём. В данный момент в России не используются радарные комплексы с диапазоном X. Установленное значение по умолчанию: ВЫКЛ."
"Что такое K-диапазон?","К-диапазон. Большинство радарных комплексов в России работают в диапазоне K, но сигналы в этом диапазоне могут исходить также от сенсорных дверей, линий электропередач и т.п. При условии, если в вашем регионе не установлен комплекс «Арена» (который работает во всем диапазоне K и не имеет собственной сигнатуры) и комбо-устройство обладает сигнатурной технологией, то вы можете отключить K-диапазон, таким образом устройство будет оповещать о камере по сигнатуре и будут исключены различные помехи. При выборе «Тихий» звук оповещения постоянно работает с приглушением. Установленное значение по умолчанию: ВКЛ."
"Что такое Стрелка?","Стрелка — детектирование радарным модулем Стрелки. Радарный комплекс «Стрелка» работает в диапазоне K, но сигнал этого комплекса отличается, поэтому «Стрелка» детектируется как отдельный тип сигнала. Установленное значение по умолчанию: ВКЛ."
"Что такое Лазер?","Лазер — детектирование лазерным модулем. Установленное значение по умолчанию: ВКЛ."
"Что такое Фильтр скорости?","Фильтр скорости. Комбо-устройство не подает звуковых сигналов в зависимости от текущей скорости автомобиля, а только отображает информацию о камере на дисплее. Например, если фильтр скорости равен 60 км/ч, то при движении со скоростью 59 км/ч видеорегистратор не будет издавать никаких звуковых оповещений. Для того чтобы устройство всегда подавало звуковые оповещения о камере, вне зависимости от текущей скорости, установите значение «ВЫКЛ». Установленное значение по умолчанию: 60 км/ч."
"Что такое Действие фильтра скорости?","Действие фильтра скорости. Возможность отключения звуковых/голосовых оповещений до достижения установленного значения фильтра скорости не только сигналов в радарных диапазонах и сигналов лазера, но и оповещений о стационарных камерах по базе координат GPS. Рекомендуется использовать только параметр РАДАР. Для отключения звуковых/голосовых оповещений до достижения установленного значения фильтра скорости по радиомодулю и модулю GPS установите значение РАДАР и GPS. Установленное значение по умолчанию: РАДАР."
"Что такое Допустимое превышение скорости?","Допустимое превышение скорости. Корректировка установленного ограничения скорости в базе камер. При движении выше максимально разрешенной скорости на участке на 20 км/ч (или 10 км/ч) поступит звуковое оповещение «Снижайте скорость!». Вы можете установить следующие значения допустимого превышения: 0-5-10-15-18-20-30 км/ч. Установленное значение по умолчанию: 20 км/ч."
"Что такое Фильтр слабых сигналов?","Фильтр слабых сигналов. Функция, которая позволяет уменьшить ложные срабатывания. Например, если значение фильтра установлено на «3», то радар-детектор не будет подавать звуковых оповещений, пока сила обнаруженного сигнала будет менее 3. Установленное значение по умолчанию: 2."
"Что такое Обнаружение GPS камер?","Обнаружение GPS камер. Функция, позволяющая настроить дальность обнаружения камер по базе GPS. «Мин» — минимальная дальность обнаружения. «Авто» — дальность обнаружения увеличивается в 2 раза после 110 км/ч. «Макс» — дальность обнаружения увеличена в 2 раза. Например, если при значении «Мин» устройство оповестит о камере за 400 метров, то при значении «Макс» оповещение о той же камере поступит за 800 метров. Установленное значение по умолчанию: Авто."
"Что такое «Тихий» режим радара?","«Тихий» режим радара. Функция, позволяющая отключить оповещения о сигналах в радарных диапазонах и сигналах лазера при движении со скоростью ниже выбранной. Например, если «тихий» режим радара равен 10 км/ч, то при текущей скорости от 0 до 9 км/ч оповещения по радар-детектору будут отсутствовать. При текущей скорости 10 км/ч и более устройство оповестит об обнаруженном сигнале, его силе и диапазоне. Установленное значение по умолчанию: 10 км/ч."
"Что такое «Cнижайте скорость!»?","«Cнижайте скорость!». Возможность отключения голосового предупреждения «Снижайте скорость!» в случае превышения максимально допустимой скорости перед стационарными камерами из базы GPS. Установленное значение по умолчанию: ВКЛ."
"Что такое «Моя максимальная скорость»?","Моя максимальная скорость. Пользователь самостоятельно может выбрать скоростной лимит, при превышении которого поступит уведомление «Снижайте скорость!». Например, если значение функции установлено на 80 км/ч, то при движении со скоростью 81 км/ч поступит голосовое оповещение о том, что необходимо снизить скорость до установленного значения (80 км/ч). Установленное значение по умолчанию: ВЫКЛ."
"Что такое «Платон»?","Платон. Камера «Платон» — это камера фото- и видеофиксации, установленная в рамках системы взимания платы с большегрузов. Она предназначена для автотранспорта весом свыше 12 тонн. Если ваш автомобиль не является большегрузом, то вы можете отключить оповещение о данном типе камер. Установленное значение по умолчанию: ВКЛ."
"Что такое «Контроль автобусной полосы и контроль светофоров»?","Контроль автобусной полосы и контроль светофоров. Камеры контроля светофоров и автобусной полосы также могут измерять превышение скоростного режима, поэтому водитель может по собственному усмотрению включить или выключить обнаружение данного типа камер в GPS-базе. Если данные камеры не направлены на измерение превышения скоростного режима, а только на контроль автобусной полосы и светофоров, то устройство о них оповещать не будет. Установленное значение по умолчанию: ВКЛ."
"Что такое «Муляж камеры»?","Муляж камеры. Оборудование, копирующее дизайн камер, не имеющее возможности фиксации нарушений. Установленное значение по умолчанию: ВКЛ."
"Что такое «Мобильная засада»?","Оповещение о возможных точках нахождения мобильных треног (лазерных и маломощных радаров) согласно базе GPS. Установленное значение по умолчанию: ВКЛ."
"Что такое «База камер»?","Возможность включения и выключения оповещения устройства по базе камер GPS. При выключении «Базы камер» оповещения о камерах будут происходить только по радар-детектору. Установленное значение по умолчанию: ВКЛ."
"Что такое «Контроль средней скорости»?","Контроль средней скорости. Метод измерения скорости транспортного средства на участке дороги с помощью двух синхронизированных камер фотовидеофиксации, установленных в начале и в конце участка контроля. С 2021 года данный метод измерения был признан недействительным. В случае отмены решения пользователь может активировать оповещение об этом типе камер через меню устройства. Установленное значение по умолчанию: ВКЛ."
"Что такое звук для диапазонов «X», «K», «Стрелка», «Лазер»?","Пользователь может присвоить каждому диапазону звуковое оповещение от 1 до 9, которое будет появляться при обнаружении сигнала радар-детектором. Установленное значение по умолчанию на все диапазоны: 3."
"Что такое оповещение «База камер устарела!»?","Если база камер не обновлялась более 60 дней, устройство напомнит о необходимости обновления соответствующим уведомлением на экране и голосовым оповещением. Установленное значение по умолчанию: ВЫКЛ."
"Что такое «Калибровка скорости»?","Показатели спидометра автомобиля фактически отличаются от реальной скорости движения. Причём у различных автопроизводителей коррекционное значение отличается. Если показание скорости устройства отличается от показания спидометра автомобиля, то можно установить параметр корректировки от GPS +0% до GPS +7%. За основу принята скорость, рассчитанная по GPS. Например, GPS +7% означает, что текущая скорость GPS увеличена на 7%. Установленное значение по умолчанию: GPS +3%."
"Что такое «Куранты»?","Голосовое оповещение о каждом полном часе в фоновом режиме. Например: «Текущее время семнадцать часов». Установленное значение по умолчанию: ВКЛ."
"Что такое «Сбросить настройки РД»?","Функция, позволяющая сбросить все настройки радар-детектора до заводских (по умолчанию). Рекомендуется активировать при некорректной работе устройства."
"Что такое «Версия прошивки»?","Указана установленная версия прошивки антенны радар-детектора. Если прошивка стабильная, то её версия может не меняться в течение нескольких месяцев."
"Что такое «Версия базы камер»?","Указана установленная версия базы камер на устройстве. Обновление базы камер достаточно проводить 1 раз в месяц."
"Что такое «WiFi»?","Активируйте WiFi для соединения устройства со смартфоном. Предварительно установите приложение Fujida Pro для взаимодействия с устройством."
"Что такое «Разрешение камеры»?","Устройства способны вести запись видео при нескольких разрешениях: Ultra HD 3840×2160 (30 к/с), Quad HD 2560×1440 (30 к/с), Super HD 2304×1296 (30 к/с), Full HD 1920×1080 (60 к/с), Full HD 1920×1080 (30 к/с), HD 1280×720. Набор разрешений зависит от модели устройства."
"Что такое «Распознавание знаков (AI Function)»?","Распознавание знаков (AI Function) представляет собой интеллектуальную функцию, встроенную в некоторые современные устройства. Эта технология позволяет автоматически обнаруживать и распознавать дорожные знаки ограничения скорости и выводить информацию на экран устройства. Принцип работы: 1) видеоизображение разбивается на кадры; 2) алгоритмы находят знак; 3) выполняется классификация типа знака; 4) определяется значение и выводится на экран. Особенности: система активируется при движении свыше 80 км/ч. Настройки оповещений: «Голос+картинка» (по умолчанию) или «Только картинка». Функция помогает водителям соблюдать скоростной режим."
"Что такое «Цикл записи»?","Вы можете выбрать длительность записываемых видеороликов 1/2/3 (1/3/5) минуты. Длительность записи видеороликов зависит от модели устройства."
"Что такое «Ночной режим»?","Функция, которая позволяет улучшить качество видеозаписи в условиях низкой освещенности или в темное время суток. Основная особенность — понижение экспозиции на -2 единицы, чтобы избежать пересвета и сохранить детали в темных областях. Потеря яркости компенсируется функцией WDR. Время действия ночного режима можно задать в промежутке с 00:00 до 00:00. Установленное значение по умолчанию: ВЫКЛ."
"Что такое «G-сенсор»?","Датчик столкновения или удара, при срабатывании которого файл будет автоматически блокирован от перезаписи. Доступны варианты настройки: ВЫКЛ / Низкий / Средний / Высокий. Блокировка файла возможна и вручную — кнопкой на корпусе устройства."
"Что такое «WDR»?","Динамический режим видеосъемки, при котором в ярких и темных местах можно получить улучшенное качество видео по сравнению с обычной записью. Установленное значение по умолчанию: ВКЛ."
"Что такое «Задержка включения»?","Позволяет задать время задержки включения, чтобы регистратор не включался сразу при подаче питания. Это защищает от скачка напряжения при запуске двигателя. Варианты: ВЫКЛ / 10 сек / 20 сек / 30 сек. Установленное значение по умолчанию: ВЫКЛ."
"Что такое «Спидометр и Часы»?","При включении во время движения на дисплее отображается текущая скорость автомобиля, во время остановки — часы. Установленное значение по умолчанию: ВКЛ."
"Что такое «Автоотключение экрана»?","Функция перехода устройства в режим заставки: вместо изображения записи выводится черный фон, остаются спидометр, часы и индикатор записи. Варианты: ВЫКЛ / 10 сек / 20 сек / 30 сек. Установленное значение по умолчанию: 30 сек."
"Что такое «Датчик движения»?","Функция записи только при наличии движения в кадре. Не рекомендуется использовать во время движения автомобиля, иначе может нарушиться цикличность записи. Установленное значение по умолчанию: ВЫКЛ."
"Что такое «Экспозиция»?","Позволяет выбрать уровень светочувствительности от +2/0 до -2/0. Установленное значение по умолчанию: 0.0."
"Что такое «Гос. номер авто»?","Возможность указать государственный номер автомобиля для отображения в виде штампа на видеороликах."
"Что такое «Штамп скорости»?","Позволяет настроить отображение текущей скорости. При превышении установленного значения штамп скорости на видео не отображается. Установленное значение по умолчанию: ВКЛ."
"Что такое «Запись звука»?","Функция включения/отключения записи звука в видеороликах. Установленное значение по умолчанию: ВКЛ."
"Что такое «Системные звуки»?","Звуки включения и выключения устройства. Установленное значение по умолчанию: ВЫКЛ."
"Что такое «Сброс настроек»?","Функция сброса всех установок на заводские."
"Что такое «Демо-режим»?","При включении демонстрирует пример оповещений радарного модуля и GPS базы. Автоматически отключается при выключении устройства. Установленное значение по умолчанию: ВЫКЛ."
"Что такое «Версия ПО»?","Отображает текущую версию программного обеспечения (прошивки) видеорегистратора."